session_id,user_id,session_date,source,device,page_views,session_duration
8330,1561,2025-09-13,Referral,Mobile,15,501
8331,212,2025-09-13,Referral,Mobile,1,132
8332,1381,2025-09-13,Organic,Desktop,1,145
8333,1532,2025-09-13,Paid,Mobile,10,37
8334,1532,2025-09-13,Organic,Mobile,9,160
8335,188,2025-09-13,Referral,Desktop,14,143
8336,1287,2025-09-13,Paid,Desktop,14,838
8337,1993,2025-09-13,Organic,Mobile,10,851
8338,1209,2025-09-13,Paid,Mobile,14,112
8339,1703,2025-09-13,Organic,Desktop,9,446
8340,678,2025-09-13,Organic,Desktop,12,557
8341,246,2025-09-13,Paid,Mobile,11,673
8342,839,2025-09-13,Social,Mobile,3,866
8343,634,2025-09-13,Organic,Mobile,9,447
8344,1540,2025-09-13,Social,Tablet,2,623
8345,1507,2025-09-13,Social,Tablet,10,660
8346,1883,2025-09-13,Organic,Tablet,14,46
8347,460,2025-09-13,Referral,Desktop,1,383
8348,1538,2025-09-13,Paid,Desktop,7,286
8349,1792,2025-09-13,Paid,Desktop,8,514
8350,1338,2025-09-13,Paid,Desktop,7,385
8351,167,2025-09-13,Referral,Desktop,1,668
8352,1380,2025-09-13,Paid,Desktop,1,555
8353,29,2025-09-13,Paid,Mobile,10,317
8354,262,2025-09-13,Social,Mobile,12,889
8355,868,2025-09-13,Paid,Mobile,9,276
8356,857,2025-09-13,Paid,Desktop,3,462
8357,1182,2025-09-13,Paid,Mobile,5,504
8358,406,2025-09-13,Social,Mobile,2,227
8359,1560,2025-09-13,Paid,Desktop,8,312
8360,1192,2025-09-13,Organic,Desktop,13,900
8361,733,2025-09-13,Organic,Desktop,9,337
8362,122,2025-09-13,Referral,Mobile,2,647
8363,329,2025-09-13,Organic,Mobile,4,746
8364,395,2025-09-13,Paid,Desktop,3,119
8365,969,2025-09-13,Referral,Mobile,4,691
8366,1471,2025-09-13,Paid,Mobile,15,175
8367,721,2025-09-13,Paid,Mobile,14,173
8368,1314,2025-09-13,Paid,Mobile,15,65
8369,1939,2025-09-13,Referral,Mobile,11,228
8370,176,2025-09-13,Organic,Desktop,2,626
8371,378,2025-09-13,Organic,Mobile,8,411
8372,626,2025-09-13,Referral,Desktop,3,119
8373,818,2025-09-13,Organic,Desktop,3,115
8374,1977,2025-09-13,Paid,Mobile,14,646
8375,748,2025-09-13,Social,Mobile,6,702
8376,304,2025-09-13,Social,Tablet,11,846
8377,9,2025-09-13,Paid,Mobile,11,245
8378,5,2025-09-13,Referral,Mobile,14,480
8379,717,2025-09-13,Paid,Desktop,5,750
8380,1671,2025-09-13,Referral,Desktop,8,392
8381,1486,2025-09-13,Organic,Desktop,12,572
8382,1406,2025-09-13,Organic,Tablet,11,609
8383,468,2025-09-13,Social,Tablet,13,261
8384,1799,2025-09-13,Organic,Mobile,9,668
8385,1060,2025-09-13,Paid,Desktop,13,122
8386,881,2025-09-13,Social,Desktop,6,347
8387,1612,2025-09-13,Social,Desktop,5,97
8388,741,2025-09-13,Paid,Desktop,7,448
8389,1970,2025-09-13,Social,Desktop,7,105
8390,697,2025-09-13,Organic,Mobile,11,78
8391,1540,2025-09-13,Organic,Desktop,10,213
8392,224,2025-09-13,Organic,Mobile,7,391
8393,1798,2025-09-13,Organic,Desktop,8,427
8394,1275,2025-09-13,Referral,Desktop,14,175
8395,1442,2025-09-13,Organic,Desktop,4,235
8396,556,2025-09-13,Organic,Desktop,15,842
8397,970,2025-09-13,Organic,Mobile,2,601
8398,1563,2025-09-13,Paid,Mobile,10,231
8399,356,2025-09-13,Referral,Tablet,11,760
8400,1754,2025-09-13,Referral,Mobile,12,790
8401,1659,2025-09-13,Social,Desktop,15,313
8402,1769,2025-09-13,Organic,Mobile,9,350
8403,1776,2025-09-13,Organic,Mobile,6,588
8404,156,2025-09-13,Organic,Desktop,13,852
8405,1088,2025-09-13,Social,Desktop,6,130
8406,607,2025-09-13,Paid,Tablet,5,356
8407,1196,2025-09-13,Social,Desktop,13,845
8408,304,2025-09-13,Paid,Desktop,8,176
8409,1090,2025-09-13,Social,Desktop,15,490
8410,1567,2025-09-13,Paid,Desktop,15,95
8411,904,2025-09-13,Paid,Desktop,9,451
8412,1118,2025-09-13,Paid,Tablet,1,774
8413,1416,2025-09-13,Paid,Mobile,12,189
8414,130,2025-09-13,Organic,Desktop,4,620
8415,245,2025-09-13,Organic,Tablet,5,804
8416,873,2025-09-13,Organic,Desktop,2,384
8417,1098,2025-09-13,Organic,Desktop,8,86
8418,204,2025-09-13,Paid,Mobile,13,364
8419,567,2025-09-13,Organic,Desktop,14,682
8420,17,2025-09-13,Organic,Mobile,13,298
8421,729,2025-09-13,Paid,Desktop,14,477
8422,1079,2025-09-13,Paid,Tablet,12,282
8423,99,2025-09-13,Paid,Mobile,8,412
8424,1722,2025-09-13,Paid,Desktop,6,358
8425,1076,2025-09-13,Referral,Desktop,14,616
8426,1984,2025-09-13,Organic,Desktop,11,262
8427,1617,2025-09-13,Social,Tablet,6,548
8428,1383,2025-09-13,Social,Desktop,8,714
8429,1234,2025-09-13,Organic,Mobile,11,489
8430,893,2025-09-13,Organic,Desktop,13,411
8431,552,2025-09-13,Social,Tablet,7,689
8432,684,2025-09-13,Social,Desktop,1,123
8433,1257,2025-09-13,Organic,Desktop,7,536
8434,1948,2025-09-13,Referral,Mobile,3,205
8435,689,2025-09-13,Paid,Tablet,8,516
8436,208,2025-09-13,Paid,Mobile,9,889
8437,889,2025-09-13,Organic,Desktop,5,277
8438,1902,2025-09-13,Referral,Mobile,2,30
8439,470,2025-09-13,Referral,Tablet,5,148
8440,1285,2025-09-13,Social,Desktop,1,682
8441,1028,2025-09-13,Paid,Desktop,14,143
8442,1802,2025-09-13,Organic,Desktop,8,41
8443,1152,2025-09-13,Paid,Desktop,10,157
8444,1836,2025-09-13,Social,Desktop,6,874
8445,1170,2025-09-13,Paid,Desktop,4,837
8446,312,2025-09-13,Paid,Desktop,6,124
8447,507,2025-09-13,Paid,Mobile,6,460
8448,264,2025-09-13,Paid,Desktop,15,869
8449,143,2025-09-13,Paid,Desktop,6,763
8450,370,2025-09-13,Paid,Mobile,14,111
8451,1757,2025-09-13,Organic,Tablet,10,847
8452,267,2025-09-13,Social,Desktop,15,218
8453,885,2025-09-13,Paid,Mobile,10,57
8454,931,2025-09-13,Social,Mobile,15,244
8455,499,2025-09-13,Paid,Desktop,5,552
8456,143,2025-09-13,Social,Mobile,5,325
8457,778,2025-09-13,Organic,Mobile,6,743
8458,1062,2025-09-13,Referral,Desktop,10,558
8459,80,2025-09-13,Organic,Mobile,7,54
8460,1717,2025-09-13,Organic,Desktop,1,509
8461,799,2025-09-13,Social,Mobile,6,256
8462,146,2025-09-13,Organic,Desktop,8,252
8463,1061,2025-09-13,Social,Mobile,1,268
8464,824,2025-09-13,Paid,Desktop,4,812
8465,1096,2025-09-13,Paid,Mobile,3,456
8466,1055,2025-09-13,Organic,Tablet,15,807
8467,1539,2025-09-13,Organic,Tablet,12,622
8468,1006,2025-09-13,Paid,Desktop,8,243
8469,597,2025-09-13,Organic,Desktop,3,823
8470,564,2025-09-13,Referral,Desktop,11,44
8471,683,2025-09-13,Paid,Desktop,14,131
8472,1214,2025-09-13,Organic,Mobile,14,722
8473,228,2025-09-13,Paid,Desktop,7,421
8474,444,2025-09-13,Organic,Desktop,10,502
8475,1831,2025-09-13,Social,Mobile,5,351
8476,402,2025-09-13,Paid,Desktop,11,595
8477,1785,2025-09-13,Paid,Desktop,6,422
8478,609,2025-09-13,Social,Mobile,2,50
8479,1682,2025-09-13,Organic,Desktop,3,192
8480,487,2025-09-13,Organic,Desktop,11,656
8481,1865,2025-09-13,Organic,Desktop,10,328
8482,343,2025-09-13,Paid,Desktop,8,212
8483,1871,2025-09-13,Social,Desktop,3,822
8484,1740,2025-09-13,Social,Desktop,14,307
8485,224,2025-09-13,Organic,Desktop,13,409
8486,1452,2025-09-13,Paid,Tablet,13,176
8487,1785,2025-09-13,Organic,Mobile,5,307
8488,1823,2025-09-13,Organic,Mobile,3,263
8489,1743,2025-09-13,Paid,Mobile,3,452
8490,1914,2025-09-13,Paid,Mobile,8,314
8491,981,2025-09-13,Social,Tablet,15,592
8492,939,2025-09-13,Referral,Tablet,11,421
8493,583,2025-09-13,Paid,Desktop,7,235
8494,137,2025-09-13,Organic,Mobile,12,662
8495,978,2025-09-13,Social,Desktop,2,337
8496,1120,2025-09-13,Organic,Mobile,4,166
8497,1220,2025-09-13,Organic,Mobile,9,486
8498,1997,2025-09-13,Paid,Desktop,12,56
8499,791,2025-09-13,Paid,Desktop,7,583
8500,556,2025-09-13,Referral,Mobile,1,247
8501,1262,2025-09-13,Social,Desktop,9,791
8502,1120,2025-09-13,Organic,Mobile,5,506
8503,1031,2025-09-13,Social,Tablet,15,837
8504,349,2025-09-13,Social,Mobile,14,422
8505,1529,2025-09-13,Social,Mobile,5,548
8506,1277,2025-09-13,Organic,Desktop,11,72
8507,1832,2025-09-13,Organic,Desktop,9,765
8508,777,2025-09-13,Referral,Mobile,3,696
8509,833,2025-09-13,Organic,Desktop,7,693
8510,751,2025-09-13,Referral,Mobile,14,92
8511,220,2025-09-13,Social,Mobile,4,349
8512,1981,2025-09-13,Organic,Desktop,4,321
8513,802,2025-09-13,Referral,Mobile,10,881
8514,838,2025-09-13,Referral,Desktop,4,557
8515,1852,2025-09-13,Organic,Desktop,6,263
8516,86,2025-09-13,Organic,Desktop,5,79
8517,879,2025-09-13,Paid,Desktop,2,510
8518,514,2025-09-13,Social,Tablet,2,314
8519,144,2025-09-13,Social,Mobile,11,291
8520,483,2025-09-13,Referral,Desktop,5,762
8521,1297,2025-09-13,Paid,Mobile,8,890
8522,1352,2025-09-13,Paid,Desktop,1,258
8523,1527,2025-09-13,Paid,Mobile,12,43
8524,1679,2025-09-13,Paid,Tablet,5,862
8525,216,2025-09-13,Social,Mobile,11,116
8526,213,2025-09-13,Organic,Desktop,13,777
8527,1176,2025-09-13,Paid,Mobile,3,88
8528,1143,2025-09-13,Organic,Mobile,5,522
8529,367,2025-09-13,Organic,Mobile,5,803
8530,177,2025-09-13,Organic,Mobile,13,560
8531,872,2025-09-13,Paid,Desktop,5,658
8532,1078,2025-09-13,Organic,Mobile,3,184
8533,1658,2025-09-13,Referral,Desktop,4,87
8534,678,2025-09-13,Organic,Desktop,3,349
8535,1502,2025-09-13,Paid,Mobile,1,140
8536,297,2025-09-13,Organic,Desktop,10,820
8537,582,2025-09-13,Organic,Desktop,6,267
8538,1106,2025-09-13,Referral,Mobile,5,561
8539,1693,2025-09-13,Organic,Mobile,4,386
8540,776,2025-09-13,Referral,Mobile,5,566
8541,1844,2025-09-13,Referral,Mobile,2,293
8542,506,2025-09-13,Organic,Desktop,7,273
8543,328,2025-09-13,Organic,Mobile,14,127
8544,299,2025-09-13,Paid,Desktop,12,69
8545,827,2025-09-13,Social,Mobile,4,514
8546,1278,2025-09-13,Referral,Desktop,11,131
8547,770,2025-09-13,Referral,Mobile,1,758
8548,1082,2025-09-13,Organic,Tablet,11,76
8549,1604,2025-09-13,Social,Desktop,11,555
8550,1731,2025-09-13,Organic,Mobile,1,313
8551,760,2025-09-13,Paid,Mobile,1,878
8552,193,2025-09-13,Paid,Mobile,5,185
8553,1119,2025-09-13,Paid,Desktop,1,307
8554,903,2025-09-13,Social,Mobile,5,186
8555,88,2025-09-13,Social,Mobile,5,38
8556,1429,2025-09-13,Paid,Desktop,9,456
8557,1505,2025-09-13,Organic,Mobile,12,228
8558,1799,2025-09-13,Organic,Desktop,15,708
8559,999,2025-09-13,Paid,Desktop,6,320
8560,1473,2025-09-13,Organic,Mobile,7,206
8561,1494,2025-09-13,Organic,Desktop,4,342
8562,547,2025-09-13,Paid,Tablet,13,68
8563,1372,2025-09-13,Referral,Mobile,14,499
8564,1126,2025-09-13,Paid,Mobile,11,129
8565,1803,2025-09-13,Referral,Mobile,13,220
8566,1729,2025-09-13,Organic,Desktop,11,625
8567,451,2025-09-13,Organic,Desktop,14,325
8568,618,2025-09-13,Organic,Mobile,3,509
8569,385,2025-09-13,Referral,Mobile,12,846
8570,1841,2025-09-13,Organic,Desktop,10,51
8571,194,2025-09-13,Organic,Tablet,13,429
8572,1431,2025-09-13,Social,Tablet,1,538
8573,606,2025-09-13,Organic,Tablet,14,438
8574,784,2025-09-13,Paid,Mobile,9,771
8575,483,2025-09-13,Paid,Desktop,14,498
8576,1068,2025-09-13,Organic,Desktop,2,151
8577,1882,2025-09-13,Referral,Mobile,13,55
8578,1439,2025-09-13,Referral,Desktop,12,359
8579,136,2025-09-13,Paid,Desktop,1,292
8580,1399,2025-09-13,Paid,Mobile,5,401
8581,1796,2025-09-13,Social,Mobile,7,711
8582,1885,2025-09-13,Paid,Mobile,3,717
8583,1030,2025-09-13,Paid,Desktop,14,229
8584,1801,2025-09-13,Referral,Tablet,5,72
8585,1279,2025-09-13,Referral,Mobile,15,882
8586,221,2025-09-13,Paid,Mobile,8,430
8587,1570,2025-09-13,Organic,Desktop,3,685
8588,966,2025-09-13,Paid,Desktop,8,328
8589,536,2025-09-13,Referral,Desktop,4,576
8590,704,2025-09-13,Paid,Mobile,1,708
8591,1748,2025-09-13,Paid,Desktop,9,898
8592,696,2025-09-13,Paid,Mobile,2,718
8593,1012,2025-09-13,Organic,Desktop,8,670
8594,1541,2025-09-13,Social,Mobile,5,34
8595,1323,2025-09-13,Organic,Mobile,10,540
8596,216,2025-09-13,Organic,Desktop,5,554
8597,355,2025-09-13,Referral,Desktop,14,628
8598,184,2025-09-13,Social,Mobile,15,322
8599,905,2025-09-13,Paid,Mobile,1,800
8600,818,2025-09-13,Organic,Mobile,2,159
8601,138,2025-09-13,Paid,Desktop,10,598
8602,1094,2025-09-13,Organic,Mobile,10,528
8603,935,2025-09-13,Referral,Tablet,8,208
8604,985,2025-09-13,Organic,Mobile,3,135
8605,1987,2025-09-13,Organic,Desktop,7,514
8606,1137,2025-09-13,Organic,Desktop,5,214
8607,1746,2025-09-13,Paid,Mobile,10,812
8608,470,2025-09-13,Referral,Mobile,3,714
8609,322,2025-09-13,Social,Mobile,14,528
8610,1972,2025-09-13,Social,Mobile,5,234
8611,501,2025-09-13,Paid,Desktop,14,896
8612,405,2025-09-13,Paid,Desktop,15,599
8613,644,2025-09-13,Paid,Desktop,8,671
8614,97,2025-09-13,Paid,Mobile,9,232
8615,1797,2025-09-13,Organic,Mobile,8,829
8616,87,2025-09-13,Organic,Desktop,9,125
8617,359,2025-09-13,Organic,Desktop,4,470
8618,1166,2025-09-13,Paid,Mobile,13,127
8619,1724,2025-09-13,Organic,Desktop,10,444
8620,1250,2025-09-13,Paid,Desktop,9,293
8621,245,2025-09-13,Organic,Mobile,5,512
8622,598,2025-09-13,Organic,Desktop,2,836
8623,52,2025-09-13,Paid,Mobile,12,624
8624,1598,2025-09-13,Organic,Tablet,13,745
8625,1805,2025-09-13,Social,Desktop,14,817
8626,793,2025-09-13,Paid,Mobile,10,440
8627,1515,2025-09-13,Referral,Tablet,1,177
8628,203,2025-09-13,Social,Desktop,9,67
8629,339,2025-09-13,Paid,Tablet,4,342
8630,1620,2025-09-13,Paid,Mobile,14,456
8631,287,2025-09-13,Organic,Mobile,5,347
8632,1968,2025-09-13,Paid,Mobile,3,862
8633,678,2025-09-13,Social,Mobile,4,542
8634,1455,2025-09-13,Organic,Mobile,13,303
8635,1155,2025-09-13,Paid,Mobile,12,774
8636,947,2025-09-13,Paid,Mobile,11,800
8637,1567,2025-09-13,Organic,Mobile,12,275
8638,1916,2025-09-13,Organic,Mobile,5,75
8639,985,2025-09-13,Organic,Desktop,6,752
8640,1283,2025-09-13,Paid,Mobile,6,848
8641,1679,2025-09-13,Organic,Desktop,14,545
8642,1009,2025-09-13,Organic,Desktop,6,639
8643,1987,2025-09-13,Paid,Mobile,7,131
8644,213,2025-09-13,Social,Tablet,6,886
8645,1229,2025-09-13,Organic,Desktop,6,432
8646,153,2025-09-13,Referral,Desktop,3,384
8647,1783,2025-09-13,Organic,Desktop,15,514
8648,341,2025-09-13,Paid,Desktop,11,272
8649,6,2025-09-13,Organic,Desktop,12,497
8650,779,2025-09-13,Paid,Mobile,14,683
8651,539,2025-09-13,Social,Mobile,1,318
8652,856,2025-09-13,Social,Mobile,12,845
8653,231,2025-09-13,Organic,Desktop,6,604
8654,972,2025-09-13,Paid,Desktop,2,724
8655,430,2025-09-13,Organic,Desktop,12,324
8656,1454,2025-09-13,Paid,Mobile,11,177
8657,1210,2025-09-13,Organic,Mobile,2,768
8658,1447,2025-09-13,Paid,Mobile,3,606
8659,284,2025-09-13,Referral,Desktop,1,445
8660,1855,2025-09-13,Paid,Desktop,15,679
8661,527,2025-09-13,Organic,Mobile,4,505
8662,481,2025-09-13,Referral,Mobile,11,759
8663,984,2025-09-13,Organic,Desktop,8,189
8664,981,2025-09-13,Organic,Desktop,4,209
8665,1848,2025-09-13,Paid,Mobile,14,155
8666,278,2025-09-13,Paid,Mobile,4,327
8667,1933,2025-09-13,Organic,Desktop,10,591
8668,1255,2025-09-13,Paid,Desktop,9,385
8669,1357,2025-09-13,Organic,Mobile,5,285
8670,610,2025-09-13,Paid,Mobile,11,383
8671,72,2025-09-13,Organic,Tablet,3,611
8672,1079,2025-09-13,Social,Desktop,7,664
8673,785,2025-09-13,Paid,Tablet,12,545
8674,29,2025-09-13,Organic,Desktop,3,36
8675,1546,2025-09-13,Organic,Mobile,15,122
8676,1522,2025-09-13,Organic,Mobile,11,285
8677,1955,2025-09-13,Referral,Mobile,6,558
8678,1186,2025-09-13,Social,Mobile,12,445
8679,789,2025-09-13,Referral,Desktop,4,811
8680,1134,2025-09-13,Paid,Desktop,8,482
8681,1560,2025-09-13,Social,Desktop,15,628
8682,1754,2025-09-13,Paid,Mobile,6,521
8683,1157,2025-09-13,Social,Mobile,7,738
8684,1915,2025-09-13,Paid,Desktop,3,859
8685,395,2025-09-13,Referral,Mobile,13,405
8686,827,2025-09-13,Organic,Desktop,4,273
8687,1399,2025-09-13,Organic,Desktop,1,410
8688,1979,2025-09-13,Paid,Desktop,5,79
8689,831,2025-09-13,Organic,Mobile,7,141
8690,283,2025-09-13,Organic,Desktop,11,623
8691,1533,2025-09-13,Organic,Desktop,8,156
8692,1826,2025-09-13,Social,Desktop,1,163
8693,1157,2025-09-13,Paid,Mobile,8,724
8694,1679,2025-09-13,Paid,Mobile,14,461
8695,1072,2025-09-13,Organic,Desktop,3,737
8696,1026,2025-09-13,Paid,Desktop,12,427
8697,1410,2025-09-13,Social,Desktop,7,516
8698,1758,2025-09-13,Referral,Mobile,8,833
8699,1186,2025-09-13,Paid,Mobile,2,532
8700,497,2025-09-13,Organic,Desktop,8,625
8701,509,2025-09-13,Organic,Desktop,5,776
8702,544,2025-09-13,Organic,Tablet,7,414
8703,1144,2025-09-13,Organic,Mobile,6,589
8704,1495,2025-09-13,Organic,Desktop,7,226
8705,1329,2025-09-13,Social,Mobile,10,805
8706,1543,2025-09-13,Paid,Mobile,9,238
8707,259,2025-09-13,Organic,Mobile,14,365
8708,520,2025-09-13,Referral,Desktop,1,745
8709,8,2025-09-13,Organic,Mobile,14,380
8710,1219,2025-09-13,Paid,Tablet,12,549
8711,668,2025-09-13,Paid,Desktop,14,131
8712,1230,2025-09-13,Organic,Mobile,9,478
8713,310,2025-09-13,Organic,Desktop,7,494
8714,583,2025-09-13,Paid,Mobile,13,741
8715,508,2025-09-13,Organic,Tablet,5,417
8716,1671,2025-09-13,Organic,Desktop,7,448
8717,1096,2025-09-13,Organic,Desktop,1,428
8718,894,2025-09-13,Social,Desktop,8,419
8719,1484,2025-09-13,Organic,Desktop,8,372
8720,1024,2025-09-13,Organic,Mobile,13,442
8721,1642,2025-09-13,Organic,Mobile,3,187
8722,1822,2025-09-13,Social,Mobile,11,466
8723,386,2025-09-13,Paid,Desktop,10,816
8724,10,2025-09-13,Organic,Mobile,6,705
8725,1893,2025-09-13,Organic,Mobile,14,432
8726,1505,2025-09-13,Paid,Desktop,4,261
8727,1998,2025-09-13,Organic,Desktop,8,534
8728,1082,2025-09-13,Social,Desktop,5,796
8729,695,2025-09-13,Social,Tablet,3,499
8730,53,2025-09-13,Social,Desktop,4,412
8731,1106,2025-09-13,Organic,Mobile,12,537
8732,1704,2025-09-13,Social,Mobile,2,511
8733,113,2025-09-13,Organic,Desktop,10,859
8734,547,2025-09-13,Paid,Tablet,7,239
8735,30,2025-09-13,Organic,Mobile,3,38
8736,1562,2025-09-13,Organic,Desktop,8,70
8737,1284,2025-09-13,Paid,Tablet,2,281
8738,1156,2025-09-13,Organic,Desktop,11,791
8739,274,2025-09-13,Social,Mobile,1,588
8740,673,2025-09-13,Referral,Mobile,9,721
8741,260,2025-09-13,Organic,Desktop,14,475
8742,1619,2025-09-13,Organic,Desktop,1,881
8743,1138,2025-09-13,Social,Mobile,6,374
8744,809,2025-09-13,Organic,Tablet,14,453
8745,609,2025-09-13,Social,Tablet,7,526
8746,200,2025-09-13,Paid,Mobile,7,747
8747,1768,2025-09-13,Social,Desktop,10,514
8748,1358,2025-09-13,Organic,Desktop,13,851
8749,172,2025-09-13,Organic,Desktop,10,107
8750,176,2025-09-13,Social,Desktop,3,509
8751,1887,2025-09-13,Paid,Desktop,7,329
8752,208,2025-09-13,Paid,Mobile,5,887
8753,514,2025-09-13,Paid,Desktop,4,567
8754,989,2025-09-13,Organic,Mobile,10,181
8755,771,2025-09-13,Organic,Mobile,3,431
8756,27,2025-09-13,Paid,Desktop,13,832
8757,514,2025-09-13,Organic,Mobile,13,748
8758,1852,2025-09-13,Referral,Mobile,15,147
8759,1710,2025-09-13,Paid,Desktop,6,858
8760,1379,2025-09-13,Organic,Desktop,4,752
8761,1599,2025-09-13,Organic,Tablet,5,717
8762,1888,2025-09-13,Organic,Mobile,13,603
8763,951,2025-09-13,Paid,Mobile,6,757
8764,1735,2025-09-13,Referral,Mobile,6,436
8765,187,2025-09-13,Paid,Tablet,5,490
8766,1948,2025-09-13,Organic,Tablet,7,546
8767,537,2025-09-13,Referral,Desktop,6,472
8768,1528,2025-09-13,Paid,Tablet,2,425
8769,551,2025-09-13,Paid,Desktop,14,407
8770,28,2025-09-13,Social,Tablet,10,391
8771,665,2025-09-13,Paid,Desktop,13,585
8772,979,2025-09-13,Organic,Tablet,12,631
8773,1958,2025-09-13,Social,Tablet,8,591
8774,547,2025-09-13,Social,Tablet,10,339
8775,244,2025-09-13,Social,Mobile,1,827
8776,137,2025-09-13,Paid,Mobile,10,712
8777,625,2025-09-13,Paid,Tablet,11,395
8778,712,2025-09-13,Social,Desktop,4,743
8779,970,2025-09-13,Paid,Mobile,5,99
8780,1068,2025-09-13,Referral,Desktop,10,194
8781,323,2025-09-13,Organic,Mobile,15,882
8782,1384,2025-09-13,Paid,Desktop,7,410
8783,109,2025-09-13,Social,Mobile,6,662
8784,651,2025-09-13,Referral,Desktop,7,145
8785,218,2025-09-13,Paid,Mobile,1,611
8786,1735,2025-09-13,Referral,Desktop,3,171
8787,996,2025-09-13,Paid,Desktop,12,615
8788,1798,2025-09-13,Referral,Desktop,15,491
8789,758,2025-09-13,Paid,Desktop,2,500
8790,656,2025-09-13,Organic,Mobile,10,337
8791,1264,2025-09-13,Organic,Tablet,8,260
8792,479,2025-09-13,Social,Mobile,12,739
8793,248,2025-09-13,Social,Mobile,11,142
8794,569,2025-09-13,Social,Mobile,10,68
8795,1329,2025-09-13,Paid,Mobile,14,36
8796,814,2025-09-13,Paid,Mobile,7,656
8797,217,2025-09-13,Organic,Mobile,4,208
8798,618,2025-09-13,Organic,Desktop,12,667
8799,1240,2025-09-13,Paid,Mobile,3,338
8800,1901,2025-09-13,Social,Desktop,1,487
8801,1393,2025-09-13,Organic,Desktop,13,54
8802,158,2025-09-13,Paid,Desktop,1,149
8803,1901,2025-09-13,Social,Mobile,5,421
8804,636,2025-09-13,Paid,Desktop,8,612
8805,1437,2025-09-13,Paid,Desktop,3,251
8806,758,2025-09-13,Paid,Desktop,10,189
8807,905,2025-09-13,Referral,Mobile,12,848
8808,695,2025-09-13,Social,Mobile,7,654
8809,1241,2025-09-13,Organic,Mobile,3,633
8810,1598,2025-09-13,Organic,Desktop,12,126
8811,1164,2025-09-13,Paid,Desktop,5,110
8812,1530,2025-09-13,Social,Desktop,15,169
8813,449,2025-09-13,Organic,Mobile,5,745
8814,1439,2025-09-13,Social,Tablet,11,761
8815,1158,2025-09-13,Paid,Desktop,14,722
8816,141,2025-09-13,Organic,Mobile,3,362
8817,438,2025-09-13,Social,Desktop,11,819
8818,1170,2025-09-13,Organic,Mobile,8,77
8819,1942,2025-09-13,Organic,Tablet,14,589
8820,1389,2025-09-13,Social,Mobile,1,842
8821,1574,2025-09-13,Organic,Desktop,1,198
8822,1982,2025-09-13,Organic,Mobile,9,574
8823,317,2025-09-13,Organic,Mobile,6,878
8824,1042,2025-09-13,Paid,Desktop,2,766
8825,1192,2025-09-13,Organic,Mobile,3,802
8826,657,2025-09-13,Paid,Desktop,12,71
8827,1493,2025-09-13,Organic,Desktop,14,338
8828,217,2025-09-13,Organic,Mobile,15,225
8829,126,2025-09-13,Organic,Mobile,10,63
8830,887,2025-09-13,Paid,Desktop,11,152
8831,974,2025-09-13,Organic,Tablet,6,461
8832,1276,2025-09-13,Organic,Mobile,2,391
8833,1752,2025-09-13,Organic,Mobile,13,632
8834,1507,2025-09-13,Paid,Desktop,4,671
8835,1082,2025-09-13,Paid,Desktop,2,387
8836,549,2025-09-13,Referral,Desktop,1,102
8837,151,2025-09-13,Organic,Tablet,10,718
8838,1999,2025-09-13,Social,Desktop,9,759
8839,33,2025-09-13,Paid,Desktop,14,752
8840,1790,2025-09-13,Paid,Desktop,14,300
8841,1608,2025-09-13,Organic,Desktop,5,696
8842,1078,2025-09-13,Organic,Tablet,13,540
8843,2000,2025-09-13,Paid,Desktop,7,503
8844,1000,2025-09-13,Organic,Desktop,2,581
8845,706,2025-09-13,Social,Desktop,11,250
8846,372,2025-09-13,Paid,Desktop,8,794
8847,879,2025-09-13,Organic,Mobile,14,547
8848,1291,2025-09-13,Organic,Desktop,10,366
8849,972,2025-09-13,Referral,Desktop,4,792
8850,335,2025-09-13,Organic,Desktop,3,412
8851,796,2025-09-13,Social,Mobile,14,868
8852,545,2025-09-13,Paid,Tablet,13,236
8853,680,2025-09-13,Organic,Mobile,4,628
8854,328,2025-09-13,Paid,Desktop,11,556
8855,1669,2025-09-13,Social,Tablet,7,46
8856,1279,2025-09-13,Social,Tablet,2,188
8857,1699,2025-09-13,Organic,Mobile,4,75
8858,1637,2025-09-13,Organic,Mobile,4,317
8859,150,2025-09-13,Referral,Mobile,1,305
8860,308,2025-09-13,Paid,Mobile,5,461
8861,751,2025-09-13,Social,Tablet,3,588
8862,1336,2025-09-13,Organic,Tablet,6,502
8863,1519,2025-09-13,Referral,Mobile,5,272
8864,1508,2025-09-13,Referral,Desktop,14,612
8865,838,2025-09-13,Referral,Desktop,14,75
8866,1868,2025-09-13,Organic,Desktop,1,732
8867,980,2025-09-13,Organic,Mobile,1,651
8868,254,2025-09-13,Social,Mobile,11,408
8869,1949,2025-09-13,Organic,Desktop,8,850
8870,880,2025-09-13,Social,Mobile,3,73
8871,1969,2025-09-13,Organic,Desktop,14,640
8872,1393,2025-09-13,Paid,Mobile,5,467
8873,1496,2025-09-13,Paid,Mobile,9,280
8874,157,2025-09-13,Organic,Desktop,11,899
8875,1634,2025-09-13,Paid,Desktop,5,211
8876,932,2025-09-13,Paid,Desktop,1,204
8877,226,2025-09-13,Organic,Desktop,3,532
8878,1975,2025-09-13,Organic,Desktop,12,741
8879,1285,2025-09-13,Paid,Mobile,12,572
8880,118,2025-09-13,Organic,Mobile,11,667
8881,363,2025-09-13,Organic,Tablet,12,699
