conversion_id,user_id,campaign_id,conversion_date,revenue,conversion_type
1250,1932,7,2025-09-18,191.3,Download
1251,737,5,2025-09-23,476.07,Purchase
1252,1355,2,2025-09-18,379.51,Download
1253,1243,14,2025-09-17,388.06,Purchase
1254,642,15,2025-09-22,477.76,Signup
1255,1758,3,2025-09-26,324.0,Purchase
1256,153,15,2025-09-20,27.93,Purchase
1257,602,12,2025-09-16,111.93,Purchase
1258,1557,6,2025-09-22,280.21,Download
1259,196,11,2025-09-26,253.03,Purchase
1260,1592,2,2025-10-09,137.28,Purchase
1261,1500,14,2025-09-20,323.25,Purchase
1262,243,13,2025-09-22,78.07,Purchase
1263,614,7,2025-09-30,409.39,Purchase
1264,179,10,2025-09-15,224.41,Signup
1265,1114,13,2025-10-03,84.05,Purchase
1266,1051,1,2025-09-20,133.42,Purchase
1267,1076,8,2025-09-13,375.4,Purchase
1268,1603,13,2025-09-30,292.39,Purchase
1269,224,4,2025-09-21,311.4,Purchase
1270,172,7,2025-09-18,273.18,Purchase
1271,1728,5,2025-09-15,495.46,Purchase
1272,367,11,2025-10-01,314.76,Purchase
1273,1876,5,2025-10-01,196.97,Purchase
1274,1918,1,2025-09-13,469.86,Purchase
1275,1576,13,2025-10-01,319.31,Purchase
1276,1519,15,2025-09-21,163.14,Download
1277,1443,3,2025-09-13,176.18,Purchase
1278,1882,2,2025-09-18,114.77,Purchase
1279,501,8,2025-09-16,152.78,Purchase
1280,1064,10,2025-10-04,169.99,Purchase
1281,370,2,2025-09-30,79.06,Signup
1282,805,13,2025-09-27,433.93,Purchase
1283,15,8,2025-09-13,173.37,Purchase
1284,140,9,2025-09-27,326.77,Purchase
1285,1722,11,2025-09-17,92.64,Signup
1286,842,4,2025-09-21,262.71,Purchase
1287,1684,13,2025-09-14,395.22,Signup
1288,382,3,2025-10-04,459.22,Purchase
1289,201,7,2025-10-05,478.77,Signup
1290,1925,7,2025-09-20,180.46,Purchase
1291,1120,7,2025-10-06,227.27,Purchase
1292,1106,1,2025-09-19,33.41,Signup
1293,891,10,2025-09-25,318.44,Purchase
1294,1147,10,2025-09-21,113.82,Purchase
1295,978,1,2025-09-22,341.9,Purchase
1296,1412,13,2025-09-19,229.01,Purchase
1297,806,15,2025-09-20,315.39,Purchase
1298,648,6,2025-09-29,300.59,Purchase
1299,1908,11,2025-10-03,268.12,Purchase
1300,149,11,2025-10-05,105.38,Purchase
1301,273,5,2025-09-14,251.05,Purchase
1302,382,6,2025-10-02,121.23,Download
1303,1911,1,2025-09-23,333.34,Purchase
1304,1606,6,2025-09-27,445.87,Signup
1305,1828,4,2025-09-16,338.48,Purchase
1306,1421,5,2025-09-29,279.85,Purchase
1307,1539,11,2025-09-21,339.43,Purchase
1308,470,4,2025-09-18,191.01,Purchase
1309,278,13,2025-09-16,146.67,Download
1310,950,6,2025-09-14,435.32,Purchase
1311,1712,9,2025-09-18,433.6,Purchase
1312,1927,14,2025-09-15,282.39,Signup
1313,270,13,2025-09-18,152.02,Download
1314,1537,5,2025-09-30,471.19,Signup
1315,616,4,2025-09-13,293.07,Signup
1316,986,10,2025-09-24,75.3,Purchase
1317,1736,15,2025-09-16,381.92,Signup
1318,468,14,2025-09-14,31.9,Purchase
1319,1230,11,2025-09-13,424.83,Signup
1320,517,4,2025-09-18,350.86,Signup
1321,1286,3,2025-09-18,374.64,Signup
1322,408,4,2025-09-18,380.48,Purchase
1323,1039,5,2025-09-27,393.55,Signup
1324,357,10,2025-09-29,465.49,Purchase
1325,1095,4,2025-09-24,280.99,Download
1326,1510,5,2025-10-01,349.52,Purchase
1327,544,12,2025-09-14,209.01,Signup
1328,1738,11,2025-10-05,188.56,Purchase
1329,111,13,2025-09-20,153.02,Signup
1330,679,8,2025-09-16,143.94,Download
1331,776,11,2025-09-30,473.86,Purchase
1332,526,12,2025-09-18,358.16,Purchase
1333,1883,1,2025-09-23,155.46,Signup
1334,449,14,2025-09-20,205.64,Download
1335,846,3,2025-10-01,254.92,Purchase
1336,913,10,2025-10-07,61.57,Purchase
1337,1542,10,2025-10-11,55.09,Purchase
1338,672,14,2025-09-14,284.59,Purchase
1339,330,15,2025-09-16,108.14,Signup
1340,550,2,2025-09-29,232.36,Purchase
1341,1860,10,2025-10-01,448.16,Download
1342,1968,15,2025-09-13,351.41,Signup
1343,1582,11,2025-09-29,470.01,Purchase
1344,1675,8,2025-09-15,479.51,Purchase
1345,1099,4,2025-09-17,462.49,Purchase
1346,816,12,2025-09-22,152.84,Purchase
1347,1007,9,2025-09-22,329.7,Purchase
1348,247,15,2025-09-28,227.38,Purchase
1349,1499,12,2025-09-21,473.19,Purchase
1350,918,11,2025-10-01,12.1,Purchase
1351,581,2,2025-09-14,205.02,Purchase
1352,886,7,2025-10-07,222.35,Purchase
1353,1847,13,2025-09-29,348.97,Purchase
1354,729,7,2025-09-26,180.83,Purchase
1355,766,11,2025-09-21,158.1,Purchase
1356,1509,10,2025-09-29,184.64,Signup
1357,1319,12,2025-09-23,152.89,Purchase
1358,1080,13,2025-09-24,143.49,Purchase
1359,1198,13,2025-09-15,314.97,Purchase
1360,1160,9,2025-09-13,143.54,Purchase
1361,688,6,2025-10-02,313.0,Purchase
1362,669,5,2025-09-28,336.2,Purchase
1363,257,10,2025-10-08,334.03,Purchase
1364,1519,5,2025-09-22,236.44,Purchase
1365,222,8,2025-09-21,352.86,Purchase
1366,1910,2,2025-10-09,456.72,Signup
1367,1979,12,2025-09-20,478.7,Purchase
1368,1685,1,2025-09-18,468.58,Signup
1369,221,12,2025-09-19,206.42,Purchase
1370,1336,7,2025-09-20,372.57,Purchase
1371,1269,7,2025-10-02,161.48,Purchase
1372,1315,12,2025-09-21,176.87,Purchase
1373,203,1,2025-09-18,60.23,Download
1374,1688,7,2025-10-05,436.18,Purchase
1375,277,4,2025-09-17,259.45,Purchase
1376,90,5,2025-10-01,446.16,Purchase
1377,1280,15,2025-09-20,130.71,Purchase
1378,1480,7,2025-10-03,29.25,Purchase
1379,1435,2,2025-09-20,195.24,Purchase
1380,1861,12,2025-09-15,313.75,Purchase
1381,1569,1,2025-09-21,463.56,Purchase
1382,1198,12,2025-09-18,383.79,Purchase
1383,1840,13,2025-10-03,89.29,Purchase
1384,1356,4,2025-09-13,46.43,Signup
1385,1711,14,2025-09-26,339.81,Purchase
1386,1597,4,2025-09-15,27.46,Purchase
1387,1268,8,2025-09-14,17.11,Purchase
1388,1775,9,2025-09-15,102.72,Download
1389,1585,1,2025-09-16,197.71,Signup
1390,1874,1,2025-09-22,416.06,Download
1391,1709,7,2025-09-17,221.48,Download
1392,1338,3,2025-09-28,125.39,Purchase
1393,635,9,2025-09-23,338.93,Purchase
1394,1168,6,2025-09-21,150.01,Purchase
1395,1447,8,2025-09-14,343.44,Signup
1396,1927,4,2025-09-24,76.8,Purchase
1397,64,3,2025-09-19,34.06,Signup
1398,1902,3,2025-09-30,26.01,Purchase
1399,1115,13,2025-09-21,138.0,Purchase
1400,1981,15,2025-09-27,217.3,Purchase
1401,749,2,2025-09-29,243.61,Purchase
1402,1772,13,2025-09-15,335.09,Purchase
1403,36,10,2025-10-06,173.28,Purchase
1404,343,4,2025-09-15,441.45,Signup
1405,1083,2,2025-10-02,361.56,Purchase
1406,229,13,2025-09-20,378.61,Signup
1407,1799,4,2025-09-13,55.05,Purchase
1408,1376,8,2025-09-13,398.11,Purchase
1409,499,14,2025-09-21,170.47,Download
1410,31,1,2025-09-13,411.93,Purchase
1411,547,5,2025-09-21,86.06,Purchase
1412,1744,11,2025-09-29,340.61,Purchase
1413,189,6,2025-09-20,361.74,Purchase
1414,1246,8,2025-09-13,159.27,Signup
1415,573,9,2025-09-13,291.68,Signup
1416,545,10,2025-10-04,428.55,Purchase
1417,965,6,2025-10-04,460.7,Purchase
1418,305,2,2025-09-18,437.81,Purchase
1419,153,12,2025-09-16,10.36,Purchase
1420,1664,11,2025-09-29,73.7,Signup
1421,1178,11,2025-09-30,390.05,Purchase
1422,1710,10,2025-10-08,473.31,Signup
1423,494,1,2025-09-15,26.98,Purchase
1424,307,1,2025-09-14,257.73,Purchase
1425,924,7,2025-09-22,262.95,Purchase
1426,1370,6,2025-09-28,110.07,Purchase
1427,1461,1,2025-09-23,487.94,Purchase
1428,1006,10,2025-09-25,261.57,Purchase
1429,1149,8,2025-09-14,123.98,Purchase
1430,1318,8,2025-09-16,434.62,Purchase
1431,1880,2,2025-10-10,178.76,Purchase
1432,7,1,2025-09-16,232.7,Purchase
1433,1498,14,2025-09-20,409.97,Signup
1434,644,1,2025-09-18,410.07,Download
1435,1534,14,2025-09-26,401.62,Purchase
1436,1288,1,2025-09-13,206.99,Signup
1437,393,3,2025-10-02,207.58,Purchase
1438,955,11,2025-09-23,21.1,Purchase
1439,241,11,2025-10-01,35.99,Purchase
1440,600,8,2025-09-15,359.77,Purchase
1441,1275,11,2025-09-20,211.88,Purchase
1442,1531,5,2025-09-18,183.57,Purchase
1443,25,15,2025-09-19,482.54,Purchase
1444,274,2,2025-09-20,314.96,Purchase
1445,748,11,2025-10-04,442.14,Purchase
1446,251,2,2025-09-20,93.9,Purchase
1447,1668,6,2025-09-15,107.68,Purchase
1448,334,9,2025-09-26,351.87,Purchase
1449,311,12,2025-09-14,451.53,Download
1450,880,10,2025-10-08,388.36,Purchase
1451,1979,7,2025-09-15,125.95,Download
1452,1069,2,2025-10-02,417.3,Purchase
1453,247,9,2025-09-19,84.99,Purchase
1454,1242,13,2025-10-03,402.91,Purchase
1455,1873,4,2025-09-17,381.45,Purchase
1456,203,14,2025-09-22,332.73,Purchase
1457,1945,8,2025-09-19,160.07,Signup
1458,1643,5,2025-09-24,123.3,Purchase
1459,286,13,2025-09-15,257.97,Purchase
1460,712,2,2025-09-14,96.0,Purchase
1461,127,15,2025-09-22,476.02,Signup
1462,853,8,2025-09-13,280.69,Purchase
1463,351,5,2025-09-17,499.14,Purchase
1464,1449,11,2025-09-18,250.88,Purchase
1465,558,12,2025-09-16,129.43,Purchase
1466,1500,14,2025-09-16,311.36,Signup
1467,655,14,2025-09-14,164.61,Signup
1468,283,13,2025-09-18,349.4,Purchase
1469,950,13,2025-09-27,466.74,Purchase
1470,146,4,2025-09-19,357.93,Download
1471,162,11,2025-09-18,291.12,Purchase
1472,1050,1,2025-09-18,345.76,Purchase
1473,342,15,2025-09-18,159.63,Purchase
1474,1588,1,2025-09-18,488.39,Purchase
1475,483,8,2025-09-21,96.03,Signup
1476,1750,7,2025-09-19,85.16,Purchase
1477,1277,10,2025-09-24,355.04,Download
1478,1554,1,2025-09-16,445.87,Signup
1479,1879,14,2025-09-17,134.29,Purchase
1480,439,6,2025-09-16,170.31,Purchase
1481,938,5,2025-09-27,29.76,Purchase
1482,222,11,2025-10-03,496.4,Signup
1483,929,1,2025-09-14,41.07,Purchase
1484,1745,7,2025-10-04,376.53,Purchase
1485,870,11,2025-09-19,275.15,Purchase
1486,1459,10,2025-09-27,165.13,Purchase
1487,284,11,2025-10-04,67.05,Purchase
1488,293,1,2025-09-15,163.08,Purchase
1489,1590,3,2025-09-27,301.64,Purchase
1490,1061,11,2025-09-28,377.6,Purchase
1491,431,1,2025-09-14,488.83,Purchase
1492,1557,7,2025-09-23,141.39,Purchase
1493,68,12,2025-09-15,306.55,Download
1494,104,5,2025-09-25,276.28,Purchase
1495,1141,15,2025-09-27,26.11,Purchase
1496,1646,14,2025-09-18,307.02,Download
1497,1042,3,2025-09-16,39.47,Purchase
1498,1599,4,2025-09-18,399.64,Signup
1499,46,2,2025-10-05,449.03,Purchase
1500,143,7,2025-09-13,84.82,Signup
1501,929,12,2025-09-21,299.35,Download
1502,1006,7,2025-10-04,31.69,Purchase
1503,1474,15,2025-09-24,456.43,Purchase
1504,1393,13,2025-09-19,390.78,Purchase
1505,921,13,2025-10-01,438.85,Signup
1506,876,6,2025-09-25,197.97,Purchase
1507,1594,13,2025-10-02,286.25,Purchase
1508,1594,11,2025-09-13,253.34,Purchase
1509,399,14,2025-09-17,305.33,Purchase
1510,267,13,2025-09-14,483.28,Signup
1511,1088,13,2025-09-20,245.26,Purchase
1512,1132,4,2025-09-18,453.68,Signup
1513,447,15,2025-09-16,413.13,Purchase
1514,536,3,2025-10-03,77.16,Signup
1515,145,1,2025-09-16,195.16,Purchase
1516,1442,4,2025-09-15,465.9,Purchase
1517,325,5,2025-09-21,184.48,Signup
1518,1162,7,2025-10-10,188.11,Purchase
1519,52,1,2025-09-18,438.62,Purchase
1520,583,10,2025-10-11,39.41,Purchase
1521,354,12,2025-09-15,388.61,Purchase
1522,1767,15,2025-09-23,251.89,Purchase
1523,168,14,2025-09-15,191.09,Purchase
1524,1127,4,2025-09-22,42.67,Download
1525,465,7,2025-09-24,61.6,Purchase
1526,157,1,2025-09-19,37.14,Purchase
1527,450,12,2025-09-13,104.8,Purchase
1528,827,11,2025-10-04,369.66,Purchase
1529,1017,11,2025-09-18,133.69,Download
1530,577,5,2025-09-17,302.61,Signup
1531,132,14,2025-09-26,351.85,Signup
1532,1972,2,2025-10-06,400.24,Purchase
1533,992,9,2025-09-21,108.9,Purchase
1534,232,13,2025-09-28,154.63,Purchase
1535,1390,2,2025-09-26,59.41,Purchase
1536,1244,13,2025-09-24,126.43,Purchase
1537,540,3,2025-10-09,187.14,Purchase
1538,929,8,2025-09-16,363.67,Purchase
1539,296,9,2025-09-15,179.61,Download
1540,1110,5,2025-09-23,204.9,Signup
1541,1621,15,2025-09-24,261.51,Purchase
1542,479,2,2025-10-02,394.71,Signup
1543,1407,6,2025-10-02,203.77,Purchase
1544,1711,12,2025-09-19,249.29,Purchase
1545,1574,9,2025-09-22,230.44,Purchase
1546,1359,4,2025-09-18,321.77,Signup
1547,1830,4,2025-09-17,459.98,Download
1548,250,10,2025-10-05,280.64,Download
1549,961,5,2025-09-19,427.45,Purchase
1550,257,2,2025-10-08,434.97,Signup
1551,558,12,2025-09-19,316.63,Purchase
1552,1127,4,2025-09-13,477.62,Purchase
1553,121,3,2025-09-22,87.36,Purchase
1554,409,2,2025-09-30,331.53,Purchase
1555,1573,2,2025-10-05,295.01,Purchase
1556,1095,8,2025-09-18,434.69,Signup
1557,671,12,2025-09-13,414.53,Purchase
1558,1081,3,2025-10-03,365.32,Purchase
1559,161,15,2025-09-18,400.14,Purchase
1560,1892,6,2025-10-01,291.88,Signup
1561,1678,4,2025-09-18,187.37,Signup
1562,1423,7,2025-10-09,102.94,Download
1563,1815,7,2025-09-18,64.19,Download
1564,1354,6,2025-09-13,335.7,Purchase
1565,1996,12,2025-09-20,352.7,Purchase
1566,863,5,2025-09-28,397.87,Purchase
1567,186,8,2025-09-13,487.13,Purchase
1568,1733,6,2025-10-02,286.53,Purchase
1569,926,9,2025-09-18,101.6,Download
1570,1199,11,2025-09-21,414.14,Signup
1571,959,5,2025-09-28,100.14,Purchase
1572,9,4,2025-09-18,453.74,Signup
1573,1397,13,2025-10-03,449.77,Purchase
1574,949,15,2025-09-19,279.18,Purchase
1575,914,13,2025-10-02,284.63,Purchase
1576,857,1,2025-09-19,276.69,Signup
1577,917,6,2025-10-02,281.86,Purchase
1578,1603,3,2025-09-18,282.73,Purchase
1579,1550,6,2025-10-01,165.47,Download
1580,703,11,2025-09-28,493.02,Signup
1581,1916,9,2025-09-23,97.67,Purchase
1582,1731,14,2025-09-19,367.09,Purchase
1583,685,8,2025-09-21,393.78,Signup
1584,929,13,2025-09-29,352.52,Download
1585,376,1,2025-09-13,343.1,Download
1586,1007,1,2025-09-21,445.26,Purchase
1587,24,3,2025-09-25,427.74,Purchase
1588,1892,11,2025-10-02,349.52,Purchase
1589,194,1,2025-09-19,473.4,Signup
1590,1811,10,2025-10-09,214.57,Purchase
1591,1911,15,2025-09-18,258.27,Purchase
1592,528,5,2025-09-13,475.59,Download
1593,1696,13,2025-09-23,139.75,Download
1594,1807,8,2025-09-14,354.74,Signup
1595,323,2,2025-09-28,461.93,Purchase
1596,1630,10,2025-10-03,36.09,Signup
1597,107,8,2025-09-20,64.86,Purchase
1598,1089,11,2025-09-22,82.59,Signup
1599,1379,8,2025-09-15,244.81,Purchase
1600,1827,12,2025-09-14,336.74,Purchase
1601,1972,13,2025-09-22,468.25,Purchase
1602,1920,12,2025-09-20,246.14,Purchase
1603,1578,3,2025-10-05,368.29,Purchase
1604,937,2,2025-09-19,39.96,Purchase
1605,1697,7,2025-09-22,328.04,Purchase
1606,1285,8,2025-09-21,169.68,Purchase
1607,785,6,2025-09-30,300.03,Purchase
1608,1636,9,2025-09-22,194.7,Purchase
1609,858,3,2025-09-20,373.75,Purchase
1610,674,8,2025-09-17,246.73,Download
1611,644,10,2025-10-03,85.38,Purchase
1612,1592,5,2025-09-26,470.65,Purchase
1613,1792,15,2025-09-19,182.06,Purchase
1614,930,5,2025-09-15,65.57,Purchase
1615,927,11,2025-09-23,434.43,Purchase
1616,1118,10,2025-10-07,489.84,Purchase
1617,1323,15,2025-09-14,231.76,Download
1618,1226,8,2025-09-22,242.64,Purchase
1619,831,8,2025-09-17,458.84,Purchase
1620,1902,13,2025-09-16,231.4,Purchase
1621,129,13,2025-09-23,43.89,Purchase
1622,436,5,2025-09-27,67.01,Purchase
1623,158,3,2025-09-24,47.21,Download
1624,627,7,2025-09-18,493.36,Purchase
1625,1573,1,2025-09-24,178.53,Purchase
1626,832,14,2025-09-25,210.37,Purchase
1627,1398,13,2025-09-16,496.85,Purchase
1628,1011,2,2025-09-28,281.0,Purchase
1629,1,12,2025-09-15,320.54,Purchase
1630,1167,1,2025-09-15,417.49,Purchase
1631,244,7,2025-09-27,324.58,Signup
1632,387,6,2025-09-17,229.59,Purchase
1633,14,4,2025-09-19,385.61,Purchase
1634,1351,4,2025-09-16,308.84,Purchase
1635,739,9,2025-09-22,294.04,Signup
1636,1294,11,2025-10-07,255.74,Purchase
1637,1059,3,2025-10-06,203.02,Signup
1638,86,4,2025-09-13,215.86,Purchase
1639,1183,5,2025-09-18,123.77,Download
1640,1986,7,2025-09-23,435.6,Purchase
1641,1749,15,2025-09-15,197.84,Purchase
1642,1228,1,2025-09-22,77.62,Purchase
1643,340,11,2025-09-25,489.74,Purchase
1644,1462,3,2025-09-19,55.1,Purchase
1645,464,13,2025-09-29,457.32,Signup
1646,936,1,2025-09-18,198.5,Purchase
1647,315,15,2025-09-27,171.27,Purchase
1648,1668,13,2025-10-01,53.13,Purchase
1649,1413,2,2025-09-19,108.58,Purchase
1650,1660,12,2025-09-21,337.65,Signup
1651,276,13,2025-09-28,156.06,Purchase
1652,1949,5,2025-09-15,85.85,Purchase
1653,1274,1,2025-09-14,90.85,Purchase
1654,863,7,2025-09-29,250.65,Purchase
1655,390,5,2025-09-30,25.65,Download
1656,1105,14,2025-09-19,309.76,Signup
1657,1731,9,2025-09-19,199.89,Signup
1658,559,4,2025-09-16,167.77,Purchase
1659,671,13,2025-10-03,252.37,Purchase
1660,1599,1,2025-09-14,72.5,Purchase
1661,360,14,2025-09-13,46.56,Purchase
1662,1632,8,2025-09-16,356.47,Purchase
1663,1134,9,2025-09-13,73.87,Purchase
1664,1009,13,2025-09-21,168.25,Purchase
1665,1882,10,2025-10-10,408.07,Download
1666,640,10,2025-09-25,132.15,Purchase
1667,1903,8,2025-09-16,64.91,Purchase
1668,1927,8,2025-09-18,121.95,Download
1669,792,1,2025-09-23,242.78,Download
1670,1352,6,2025-09-18,46.29,Purchase
1671,548,1,2025-09-23,192.53,Download
1672,1069,10,2025-09-22,77.35,Purchase
1673,22,10,2025-10-08,76.5,Signup
1674,850,2,2025-09-22,21.74,Purchase
1675,661,12,2025-09-17,476.96,Purchase
1676,238,6,2025-10-02,418.86,Purchase
1677,754,3,2025-09-19,357.52,Purchase
1678,1881,14,2025-09-14,22.7,Download
1679,377,15,2025-09-23,272.79,Purchase
1680,486,5,2025-09-29,463.12,Purchase
1681,1507,13,2025-09-19,155.08,Purchase
1682,223,1,2025-09-13,321.76,Purchase
1683,1487,10,2025-09-28,418.3,Purchase
1684,69,13,2025-09-30,341.62,Purchase
1685,795,6,2025-09-28,271.54,Purchase
1686,130,1,2025-09-18,371.1,Purchase
1687,178,4,2025-09-16,263.79,Purchase
1688,512,7,2025-10-01,374.64,Purchase
1689,1437,2,2025-10-03,127.85,Purchase
1690,895,4,2025-09-23,34.53,Purchase
1691,289,2,2025-09-25,37.64,Purchase
1692,381,1,2025-09-18,215.03,Purchase
1693,1250,6,2025-09-27,93.77,Signup
1694,224,7,2025-10-06,367.8,Purchase
1695,1569,4,2025-09-19,357.67,Purchase
1696,242,10,2025-09-17,440.24,Purchase
1697,964,10,2025-10-08,129.94,Purchase
1698,393,8,2025-09-18,445.24,Download
1699,1672,3,2025-09-22,419.51,Purchase
1700,72,5,2025-09-21,156.56,Purchase
1701,797,15,2025-09-17,285.97,Purchase
1702,53,12,2025-09-13,357.3,Download
1703,1061,7,2025-10-10,283.23,Purchase
1704,314,7,2025-10-01,125.05,Purchase
1705,965,7,2025-09-16,157.2,Purchase
1706,901,3,2025-10-02,81.34,Purchase
1707,730,10,2025-09-18,244.3,Purchase
1708,1443,6,2025-09-30,244.01,Purchase
1709,24,4,2025-09-20,468.57,Purchase
1710,1530,3,2025-09-22,60.7,Signup
1711,1436,2,2025-09-21,312.96,Purchase
1712,819,12,2025-09-21,162.73,Purchase
1713,685,8,2025-09-22,192.36,Purchase
1714,1670,11,2025-09-23,381.43,Signup
1715,850,9,2025-09-19,443.77,Signup
1716,953,1,2025-09-19,148.18,Purchase
1717,615,6,2025-10-02,31.26,Purchase
1718,430,14,2025-09-25,410.23,Purchase
1719,950,3,2025-09-28,136.52,Purchase
1720,1613,14,2025-09-18,231.19,Purchase
1721,1392,14,2025-09-19,386.51,Purchase
1722,1939,13,2025-09-26,491.91,Download
1723,916,5,2025-09-23,290.59,Signup
1724,948,14,2025-09-17,207.64,Purchase
1725,1521,6,2025-10-01,96.83,Purchase
1726,342,1,2025-09-18,176.99,Purchase
1727,1690,5,2025-09-26,98.48,Purchase
1728,347,12,2025-09-21,311.98,Signup
1729,112,2,2025-10-11,194.69,Purchase
1730,1813,3,2025-09-13,101.2,Signup
1731,755,4,2025-09-24,120.1,Purchase
1732,917,9,2025-09-15,416.63,Purchase
1733,1928,14,2025-09-15,229.17,Signup
1734,1677,13,2025-09-19,372.81,Purchase
1735,680,1,2025-09-23,333.09,Purchase
1736,968,2,2025-10-08,222.98,Purchase
1737,1790,2,2025-09-17,29.52,Purchase
1738,1924,6,2025-09-20,41.53,Signup
1739,1765,11,2025-09-20,42.65,Purchase
1740,481,15,2025-09-20,373.54,Purchase
1741,305,3,2025-10-06,392.9,Purchase
1742,1996,8,2025-09-13,70.15,Purchase
1743,330,9,2025-09-23,213.64,Purchase
1744,430,14,2025-09-25,337.45,Purchase
1745,65,7,2025-09-26,410.57,Signup
1746,514,8,2025-09-15,383.34,Download
1747,297,10,2025-09-17,427.1,Purchase
1748,54,2,2025-09-26,297.91,Signup
1749,605,5,2025-09-28,41.1,Purchase
1750,1280,11,2025-09-22,113.71,Purchase
1751,640,9,2025-09-27,372.68,Purchase
1752,768,14,2025-09-14,303.51,Purchase
1753,446,14,2025-09-15,417.03,Purchase
1754,1699,12,2025-09-16,256.23,Purchase
1755,31,6,2025-10-05,444.07,Signup
1756,1743,14,2025-09-14,293.12,Download
1757,489,6,2025-09-18,93.83,Purchase
1758,722,5,2025-09-16,11.62,Signup
1759,696,10,2025-10-05,376.31,Purchase
1760,428,11,2025-10-07,488.93,Purchase
1761,550,13,2025-10-03,403.06,Signup
1762,1818,13,2025-09-23,206.58,Purchase
1763,507,8,2025-09-22,300.76,Purchase
1764,1938,8,2025-09-16,489.29,Purchase
1765,1671,3,2025-10-04,248.21,Signup
1766,184,10,2025-09-20,230.21,Purchase
1767,1807,5,2025-09-15,283.14,Signup
1768,530,13,2025-10-01,66.86,Purchase
1769,302,5,2025-09-15,40.61,Purchase
1770,310,6,2025-09-13,80.6,Signup
1771,1739,10,2025-09-16,67.96,Signup
1772,1680,4,2025-09-23,66.52,Purchase
1773,1601,11,2025-09-13,483.88,Signup
1774,1184,5,2025-09-25,127.08,Purchase
1775,1936,12,2025-09-15,211.83,Purchase
1776,125,4,2025-09-18,314.84,Purchase
1777,387,2,2025-09-28,223.94,Purchase
1778,1699,3,2025-09-13,304.77,Download
1779,712,14,2025-09-23,156.87,Purchase
1780,314,11,2025-09-29,368.34,Signup
1781,1778,7,2025-09-29,296.64,Purchase
1782,1618,6,2025-09-25,308.14,Download
1783,1824,11,2025-09-14,420.93,Purchase
1784,1339,13,2025-10-01,56.86,Purchase
1785,1753,11,2025-09-18,119.2,Purchase
1786,1083,13,2025-09-14,125.55,Download
1787,433,15,2025-09-16,417.5,Purchase
1788,730,13,2025-09-24,430.81,Purchase
1789,307,4,2025-09-22,161.77,Purchase
1790,309,5,2025-10-01,352.46,Purchase
1791,1479,2,2025-10-05,254.26,Purchase
1792,990,8,2025-09-15,358.17,Purchase
1793,848,9,2025-09-14,84.34,Purchase
1794,1033,3,2025-09-24,65.13,Signup
1795,750,7,2025-09-30,315.26,Signup
1796,1550,5,2025-09-28,112.36,Purchase
1797,1548,2,2025-09-22,102.66,Purchase
1798,24,7,2025-09-13,124.82,Signup
1799,110,7,2025-10-01,234.69,Purchase
1800,1264,6,2025-09-19,133.17,Purchase
1801,1595,12,2025-09-17,413.61,Purchase
1802,935,14,2025-09-23,432.29,Signup
1803,822,9,2025-09-26,143.32,Purchase
1804,982,12,2025-09-17,370.61,Signup
1805,1448,6,2025-09-22,414.56,Purchase
1806,733,3,2025-10-07,380.95,Purchase
1807,1106,15,2025-09-24,226.3,Signup
1808,1124,15,2025-09-26,401.04,Purchase
1809,355,3,2025-09-22,402.08,Signup
1810,930,11,2025-09-13,23.91,Signup
1811,559,1,2025-09-17,359.54,Signup
1812,1477,14,2025-09-23,41.41,Download
1813,1281,5,2025-09-29,354.09,Purchase
1814,1582,4,2025-09-20,407.62,Purchase
1815,323,7,2025-09-30,498.72,Download
1816,323,8,2025-09-19,447.94,Signup
1817,327,6,2025-09-21,276.13,Signup
1818,87,11,2025-10-03,453.58,Signup
1819,832,13,2025-09-29,310.64,Purchase
1820,1997,13,2025-09-24,380.88,Purchase
1821,264,10,2025-10-01,211.37,Purchase
1822,558,3,2025-09-17,168.56,Purchase
1823,1686,1,2025-09-13,142.42,Download
1824,490,11,2025-09-29,82.48,Purchase
1825,1729,14,2025-09-19,257.06,Purchase
1826,1622,2,2025-09-29,441.75,Purchase
1827,1594,13,2025-09-15,391.79,Purchase
1828,789,8,2025-09-20,110.79,Download
1829,1640,4,2025-09-22,28.55,Signup
1830,376,5,2025-09-13,161.8,Download
1831,281,9,2025-09-23,84.31,Download
1832,1442,15,2025-09-28,74.58,Purchase
1833,571,8,2025-09-19,239.79,Purchase
1834,1626,12,2025-09-18,278.54,Purchase
1835,1158,5,2025-09-20,346.43,Purchase
1836,803,14,2025-09-26,479.94,Signup
1837,1194,14,2025-09-14,468.19,Purchase
1838,1392,11,2025-10-02,210.13,Purchase
1839,954,14,2025-09-17,233.2,Purchase
1840,54,2,2025-09-24,424.96,Purchase
1841,525,11,2025-10-02,454.42,Download
1842,1776,13,2025-09-13,239.43,Purchase
1843,1533,4,2025-09-22,167.2,Purchase
1844,1049,9,2025-09-21,112.11,Purchase
1845,233,13,2025-09-19,255.32,Purchase
1846,1949,13,2025-09-20,34.15,Purchase
1847,1760,2,2025-09-23,55.24,Purchase
1848,877,3,2025-09-25,33.02,Purchase
1849,647,6,2025-09-24,306.25,Purchase
1850,698,12,2025-09-23,491.26,Purchase
1851,1975,12,2025-09-15,176.99,Purchase
1852,1032,2,2025-10-06,74.49,Purchase
1853,1658,8,2025-09-15,105.28,Signup
